Author,Rating,Review Title,Full Review,Likes,Dislikes,Date
Prudhvi Raz Kudumla,4,Very Good,Value for money and awesome performance...I got 60 fps constantly in Pung Mobil...awesome cameras....but only one problem is Screen bleeding....below nav bar....but all perfect do you pubg lovers....don't think second choice buy this product blindly....Pubghandle in HDR+Ultra and play Smooth....,0,0,"Jan, 2020"
B.ram mohan reddy,5,Super!,good mobile,0,0,"Jan, 2020"
Flipkart Customer,5,Terrific,this phone is my first site love,0,0,"Jan, 2020"
Sunny Debnath ,5,Must buy!,Completely value for money. I really satisfied.,0,0,"Jan, 2020"
Flipkart Customer,5,Classy product,good phone,0,0,"Jan, 2020"
Rahul Karmokar,5,Must buy!,Awesome Phone,0,0,"Jan, 2020"
Mintu  Hajong,5,Classy product,i love the phone.........N good delivery,0,0,"Jan, 2020"
Prakash P,5,Great product,nice,1,0,"Jan, 2020"
Sohal Farhad,3,Nice,light bleeding issue down portion,0,0,"Jan, 2020"
Flipkart Customer,5,Perfect product!,good phone when i purchased and it came to my hand it was superb,0,0,"Jan, 2020"
Kanti Naskar,5,Awesome,it's too good,0,0,"Jan, 2020"
Gous  Shaikhmire,5,Just wow!,i love POCO,0,0,"Jan, 2020"
Flipkart Customer,5,Wonderful,best gaming phone,0,0,"Jan, 2020"
Abhimanyu  Parmar ,5,Just wow!,Best phone ever,0,0,"Jan, 2020"
anuj kumar,5,Perfect product!,not in first but after updating camera is awesome,0,0,"Jan, 2020"
zeenith kumar,4,Nice product,Best in the price range,0,0,"Jan, 2020"
VINU,5,Fabulous!,most valuable phone .....great performance ....must for pubg,0,0,"Jan, 2020"
Karthik KK,5,Excellent,Best buy below 15K,0,0,"Jan, 2020"
Vedansh Agarwal,5,Just wow!,If you want better cameras go for redmi note 8 pro or realme x2,0,0,"Jan, 2020"
swakshar kumar,5,Awesome,mind blowing performance,0,0,"Jan, 2020"
Roshan Agarwal,5,Worth every penny,this phone is best for gaming. best phone under this price yiu can surely buy itt,0,0,"Jan, 2020"
Bhanu  Satish,4,Very Good,Excellent mobile ,0,0,"Jan, 2020"
Yuvaraj ,5,Must buy!,very nice,0,0,"Jan, 2020"
baluram bhosale,5,Perfect product!,Best phone,0,0,"Jan, 2020"
Pranav Mv,4,Delightful,4th Poco phone .that I'm purchasing..😍🤭loved it,0,0,"Jan, 2020"
Jobish  Joy,5,Great product,nice,0,0,"Jan, 2020"
Flipkart Customer,5,Great product,best budget phone,0,0,"Jan, 2020"
kousik  Rana,5,Fabulous!,"performance just unbelievable, camera is ok .",0,0,"Jan, 2020"
Tarun  Bharti,5,Super!,"close your eyes and go for it ,if you need a performance beast don't compare it with redmi note 8 pro, realmext,x2 it is far better then them",0,0,"Jan, 2020"
Dorjee Dinglow,5,Just wow!,One of the best phone on this range in the market.,0,0,"Jan, 2020"
Vikram  Kumar,5,Classy product,happy,0,0,"Jan, 2020"
Venkat K,5,Mind-blowing purchase,very good mobile at reasonable price.,0,0,"Jan, 2020"
Krishna Prajapati,5,Mind-blowing purchase,buy for pubg m You gonna love it,0,0,"Jan, 2020"
Haris Chandra Nayak,5,Terrific purchase,its amazing and performance is very excellent and very good camera value for money,0,0,"Jan, 2020"
Ullas VR,5,Best in the market!,Arguably the best phone to be under your belt at 15 k.,0,0,"Jan, 2020"
Anurag Dobriyal,5,Terrific,Valuable for money,0,0,"Jan, 2020"
Ananta Dutta,5,Fabulous!,great service by flipkart,0,0,"Jan, 2020"
Surajit Das,4,Nice product,still good phone at 15k price,0,0,"Jan, 2020"
Flipkart Customer,4,Good quality product,Best phone for performance lover,0,0,"Jan, 2020"
madan solanki,5,Simply awesome,Best quality,0,0,"Jan, 2020"
Kunal  Pandit ,5,Worth every penny,great phone /great prize/and affordable for some user,0,0,"Jan, 2020"
Sanjib Dutta,5,Terrific,i mean at this value....the phone is of next level....no lag issues....no games it cant run flawlessly....loved it,0,0,"Jan, 2020"
MILDAS TD,5,Perfect product!,good product.,0,0,"Jan, 2020"
Flipkart Customer,5,Terrific,very well!! nice product! worthy..,0,0,"Jan, 2020"
Joel Baby,4,Delightful,Good choice,0,0,"Jan, 2020"
Akash  Ashok ,5,Super!,The Best Phone on this Price segment with High performance Camera & Processor 😍,0,0,"Jan, 2020"
Karan Singh,5,Terrific purchase,nyc,0,0,"Jan, 2020"
Flipkart Customer,5,Simply awesome,thanks,0,0,"Jan, 2020"
Rahul Kumar,5,Perfect product!,nice,0,0,"Jan, 2020"
Tanmay  Chaudhary,5,Super!,This price point this is the best,0,0,"Jan, 2020"
Shouvik  Sutar,5,Awesome,Awesome phone. Made for gamers who want to get superb performance in low budget.,0,0,"Jan, 2020"
Anil Guleria,5,Terrific,very good mobile phone,0,0,"Jan, 2020"
Ajay Makode,5,Mind-blowing purchase,great phone,0,0,"Jan, 2020"
Repon Rahaman,5,Classy product,nice mobile phone for gaming,0,0,"Jan, 2020"
Amit Kapoor,5,Super!,day light photography best but during night worst photography. no option for red eye reduction...,0,0,"Jan, 2020"
Aditi Raj,5,Wonderful,Excellent,0,0,"Jan, 2020"
Flipkart Customer,5,Highly recommended,Nice delivery from flipkart,0,0,"Jan, 2020"
Deepak  Bhangare ,4,Good choice,nice product,0,0,"Jan, 2020"
Aritra Choudhuri,5,Simply awesome,awesome,0,0,"Jan, 2020"
Bhagyalakshmi,4,Good quality product,nice mobile...all futures r good thank u flipcart,0,0,"Jan, 2020"
Gaurav Singh,5,Best in the market!,Best bake for money.. Its been an year and still working amazing. Thankyou poco for this amazing phone. Specially for gaming.,0,0,"Jan, 2020"
Flipkart Customer,4,Really Nice,after update lagggggg,0,0,"Jan, 2020"
sai sudheer maddukuri,5,Wonderful,good one for gaming,0,0,"Jan, 2020"
Flipkart Customer,5,Mind-blowing purchase,"Best, awesome",0,0,"Jan, 2020"
Jitendra Jitu,5,Great product,Thanks,0,0,"Jan, 2020"
SUBODH BOSE,5,Excellent,fantastic,0,0,"Jan, 2020"
jidev jidu,4,Delightful,good phone but .camara is not better and no wide angle shot,0,0,"Jan, 2020"
Flipkart Customer,5,Brilliant,excellent,0,0,"Jan, 2020"
Aman Ujjwal,5,Terrific,owsm,0,0,"Jan, 2020"
Kaushal Biswas,5,Fabulous!,Awesome phone yaar great job xiaomi 👍,0,0,"Jan, 2020"
Krishna Balan  B,5,Great product,supper flipkart,0,0,"Jan, 2020"
Mou Bose,5,Wonderful,awsm,0,0,"Jan, 2020"
Pradeep Kumar,5,Simply awesome,good product,0,0,"Jan, 2020"
VISHNU J.MOHAN,3,Does the job,Touch response gradually decreased and it didn't work many times.,0,0,"Jan, 2020"
Mathew Scaria,5,Must buy!,Awesome no need for me to write how much i love this mobile,0,0,"Jan, 2020"
Deepak koppula,5,Simply awesome,Simply Awesom at this price point..... ,0,0,"Jan, 2020"
Suraj Singh,5,Terrific purchase,Nice,0,0,"Jan, 2020"
Viresh Mishra,5,Worth every penny,Best gameing Phone,0,0,"Jan, 2020"
Flipkart Customer,3,Fair,awasom  product but price very hight ,0,0,"Jan, 2020"
Yogeshwar Gode,1,Useless product,display is broken,0,0,"Jan, 2020"
Flipkart Customer,5,Wonderful,awesome phone.,0,0,"Jan, 2020"
SIDDHARTHA SHANKAR PAUL,5,Super!,Asome Product...,0,0,"Jan, 2020"
Srikanth Yadav,5,Terrific purchase,nice product,0,0,"Jan, 2020"
Thirupalu Jaldi,5,Simply awesome,Excellent mobile Poco F1 mobile phone,0,0,"Jan, 2020"
Ritabrata Bose,5,Classy product,Good phone using it for more than 3 months now.,0,0,"Jan, 2020"
Tejas Pathak,5,Best in the market!,Superb performance.,0,0,"Jan, 2020"
Deep  Choudhury,5,Excellent,Its just wowww,0,0,"Jan, 2020"
Dinesh Dahiya,5,Worth every penny,my opinion after 20 days use this mobile,0,0,"Jan, 2020"
Navneet Prasad,5,Terrific,Snapdragon 845 makes pubg run so smooth on this device. However the display could have been better but with all the other stuffs that you are getting it is quite enough. The battery life and optimisation done by the patch updates are also good but the only disadvantage of its OS is BUGS.,0,0,"Jan, 2020"
satheesh kumar  T,5,Fabulous!,Simply awesome and faster than other phones,0,0,"Jan, 2020"
Flipkart Customer,5,Mind-blowing purchase,nice performance and value for money,0,0,"Jan, 2020"
Ajay Kumar bharati,4,Nice product,very good,0,0,"Jan, 2020"
Umesh,5,Wonderful,only heating issue .. lag while play pubg coz of heating .,0,0,"Jan, 2020"
surya prakash,5,Best in the market!,very good product,0,0,"Jan, 2020"
Adnan  Pasha ,5,Super!,superb😍😍😍😍😍😍,0,0,"Jan, 2020"
rakesh mulagada,5,Terrific,its my 2nd poco iam lover of poco its just amazing device i choosed because of processor and camera i don't like pop-up camera thats way i purchased,0,0,"Jan, 2020"
arun prakash,5,Terrific,Nice phone,0,0,"Jan, 2020"
shatrughan  kumar sahni,5,Terrific,best gaming mobile,0,0,"Jan, 2020"
Flipkart Customer,5,Just wow!,Really marvelous mobile...I give more than 5 star All features are really good....100% you can Buy ....valuable phone..,0,0,"Jan, 2020"
Bonita Chakma,5,Super!,great,0,0,"Jan, 2020"
Prashant  Kumar,5,Super!,Beast we have beast here,0,0,"Jan, 2020"
Imroj,5,Worth every penny,nice phone I like it,0,0,"Jan, 2020"
shahid ahmed,5,Classy product,nice phone,0,0,"Jan, 2020"
Ramu Surepally,5,Terrific,"highly underrated Mobile, worth every penny for what it offers.",0,0,"Jan, 2020"
Flipkart Customer,4,Really Nice,super,0,0,"Jan, 2020"
pranav raut,5,Perfect product!,best flagship phone 📱 ever,0,0,"Jan, 2020"
Sanju  Borah,5,Excellent,good,0,0,"Jan, 2020"
Glenville Barron ,4,Good choice,Gud,0,0,"Jan, 2020"
Saurabh Kumar,5,Terrific,"Phone is just Awesome,",0,0,"Jan, 2020"
Flipkart Customer,1,Waste of money!,Never purchase this product from flipkart... The item was defective... the microphone is terrible... the other person cannot hear at all sometimes and sometimes the voice gets broken... placed replacement and when the technician checked he dint find the problem.. so the customer gets to keep a defective product... flipkart standards gone worst..,0,1,"Jan, 2020"
Amit Dutta,5,Worth every penny,best for Low price gaming device,0,0,"Jan, 2020"
Flipkart Customer,5,Great product,awesome camera,0,0,"Jan, 2020"
Naveen  Sai,5,Wonderful,Value for money,0,0,"Jan, 2020"
Irfan Chariya,5,Wonderful,super fast,0,0,"Jan, 2020"
Rajivenkat,5,Classy product,quick review since product recently purchased..,0,0,"Jan, 2020"
Flipkart Customer,5,Worth every penny,Good,0,0,"Jan, 2020"
Janak Kaneria,5,Great product,Simply... Go for it.,0,0,"Jan, 2020"
Saiyed  Kuddus,5,Just wow!,One of the best phone 6/128 pubg 60fps ultar setting,0,0,"Jan, 2020"
Santosh Kumar,5,Mind-blowing purchase,good phone,0,0,"Jan, 2020"
Alok Panda,5,Just wow!,Everything good but slightly touch problem,0,0,"Jan, 2020"
kalai kannan,5,Highly recommended,ok nice,0,0,"Jan, 2020"
ROHIT KUMAR YADAV,4,Pretty good,"Phone gets really got when playing hames at medium setting , don't know what will happen in summer but otherwise it works fast and smooth",0,0,"Jan, 2020"
Lalita Chirmade,5,Simply awesome,"Good phone, super performance",0,0,"Jan, 2020"
Nabirasool  Badiger,5,Terrific,NYC mobile,0,0,"Jan, 2020"
AMIT SHAH,5,Fabulous!,Excellent Value for Money! Got in Deal at Net 13.5k! Thanks Flipkart!!,0,0,"Jan, 2020"
Mithilesh Kushwaha,5,Excellent,thakfull to flipcart this cell phone is good & i liked this phone,0,0,"Jan, 2020"
Mukesh  Kanna,5,Classy product,Camera is excellent . 960fps slow mo is lit.,0,0,"Jan, 2020"
Mittakola Gopi,5,Terrific purchase,awesome,0,0,"Jan, 2020"
Abhijith S,5,Highly recommended,gud one,0,0,"Jan, 2020"
Doie Gogoi,5,Wonderful,"this is one off tha best phone value for money, etc....camera is awsm ❤️❤️❤️",0,0,"Jan, 2020"
Anandu EN,1,Horrible,very bad touch quality,0,0,"Jan, 2020"
Balaji Poluru,5,Highly recommended,best Gaming and Hacking phone,0,0,"Jan, 2020"
Zamdeo Gokhale,5,Fabulous!,"fabulous performances,  special I suggest to for Google camera use for superb pic, 2019 mobile tafest fight to poco f1 mobile,😍😊😊",0,0,"Jan, 2020"
Ravi Mungse,5,Highly recommended,Nice product for mid price range,0,0,"Jan, 2020"
Jintu Doimari,5,Classy product,nice phone,0,0,"Jan, 2020"
Gokula krishnan,5,Terrific,Super phone. love it,0,0,"Jan, 2020"
Ashutosh  Saraswat,5,Highly recommended,most worthy phone,0,0,"Jan, 2020"
SYLVESTER SAMUEL,5,Terrific purchase,excellent phone.. 😲,0,0,"Jan, 2020"
Flipkart Customer,5,Mind-blowing purchase,good,0,0,"Jan, 2020"
Sudipta  Let,4,Very Good,Totally worth it..camera is way better in this price,0,0,"Jan, 2020"
Flipkart Customer,5,Great product,very good,0,1,"Jan, 2020"
Ijlal  Ahmad ,3,Fair,after update lots of add just pops up in middle of any running apps also games like Pubg runs well for like first few months but after update it becomes very laggy and phone gets heated while playing.,0,1,"Jan, 2020"
Yaswanth Kumar Yadavalli,1,Worthless,Don't buy from Flipkart. I got a defect peice for 13990.,0,1,"Jan, 2020"
Shantkumar Poojari,5,Highly recommended,nice phone,0,0,"Jan, 2020"
Albin  Kj,4,Very Good,good product really value for money,0,0,"Jan, 2020"
Alaguraj,5,Brilliant,nice product,0,0,"Jan, 2020"
Rohit Khandelwal,5,Terrific,it's nice and good performance phone,0,0,"Jan, 2020"
Abhishek Kumar shukla,5,Terrific purchase,very good product,0,0,"Jan, 2020"
My advice,4,Really Nice,Best value for money ✨✨,0,0,"Jan, 2020"
Jishnu  s,5,Mind-blowing purchase,Excellent for pubg gaming ...after 1 month review...no lag or any bad moments.....,0,0,"Jan, 2020"
dharmender kumar,5,Worth every penny,Great phone in cheat rates,0,0,"Jan, 2020"
Nirmalya Kumar Singha,4,Nice product,nice,0,0,"Jan, 2020"
Cloud Kawaii,5,Wonderful,excellent phone for gamers only the problem is in battery durability,0,0,"Jan, 2020"
manicka vaasan,3,Nice,some bugs often occur,0,0,"Jan, 2020"
bhupesh Kumar Rathora,5,Must buy!,very nice photo,0,0,"Jan, 2020"
Ayush Sahay,5,Super!,best phone under this range,0,0,"Jan, 2020"
arul lucas,5,Brilliant,Best mobile from MI till date...,0,0,"Jan, 2020"
Rahul Dehankar,4,Wonderful,good,0,0,"Jan, 2020"
Farhan Ansari,4,Wonderful,It is awesome mobile at a low budget...,0,0,"Jan, 2020"
Aniket  Gaikwad ,3,Just okay,nice mobile at low price range,0,0,"Jan, 2020"
Prajith P Raj,5,Fabulous!,awesome,0,0,"Jan, 2020"
Prabakaran C,4,Wonderful,Good mobile for poco,0,0,"Jan, 2020"
Jayant ,3,Decent product,not scratch proof.. U ll need a tempered glass for sure.,0,0,"Jan, 2020"
Wani Shakir  Wani ,5,Great product,Best gaming phone,0,0,"Jan, 2020"
SOBHA KUMAR,5,Classy product,Very Nice!Perfect For Gaming.I Loved it.Thank You Flipkart,0,0,"Jan, 2020"
Flipkart Customer,2,Could be way better,"I am reviewing it after using it for 9 months and now battery issues are there, frequently phone shuts down, camera issue, and it lags a lot",0,0,"Jan, 2020"
Omkar Borulkar,4,Nice product,Best deal for the price!,0,0,"Jan, 2020"
Flipkart Customer,3,Decent product,Good,0,0,"Jan, 2020"
Pramod Singh,5,Must buy!,very good phone must buy,0,0,"Jan, 2020"
mandar kakade,5,Just wow!,The beast mobile...,0,0,"Jan, 2020"
Flipkart Customer,5,Terrific purchase,Op mobile in cover it look like glass back😉,0,0,"Jan, 2020"
siva K,5,Terrific,this is description for this mobile i am using since 1.5 years still working fine camera is good and gaming performance excellent,0,0,"Jan, 2020"
Flipkart Customer,5,Awesome,"Good phone, worth it given the price",0,0,"Jan, 2020"
Abhilash M.S,5,Brilliant,It's awesome product must bye,0,0,"Jan, 2020"
Abhinav Singh,5,Perfect product!,Nice phone 😍,0,0,"Jan, 2020"
Rishav Raj,5,Perfect product!,awesome phone worth its price,0,0,"Jan, 2020"
Flipkart Customer,5,Wonderful,everything is good but front cam below average like 5mp,0,1,"Jan, 2020"
Prakash  Molke,5,Wonderful,Best phone until now .i purchased it on1st day of a sale still performing best👌🏻 .thanks MI POCO community .,0,0,"Jan, 2020"
Sonu  Surendran,5,Fabulous!,midrange king,0,0,"Jan, 2020"
Flipkart Customer,4,Value-for-money,very nice poco,0,0,"Jan, 2020"
Kunal  Kumbhar ,5,Classy product,"Really nice product from poco performance, camera, battery is mind blowing",0,0,"Jan, 2020"
Arun,5,Highly recommended,More valuable phone,0,0,"Jan, 2020"
Harjot Singh,4,Pretty good,Superb Product. It's a BEAST. Snapdragon 845,0,0,"Dec, 2019"
Flipkart Customer,5,Best in the market!,I really like the quality and under 21k I think one of the best phone even comparable to OnePlus series.,0,0,"Dec, 2019"
Kunal Singh,4,Good choice,nice product  no screen bleeding just hotspot consumes battery a lot faster,0,0,"Dec, 2019"
Lalli Sreem,3,Fair,nice,0,0,"Dec, 2019"
Flipkart Customer,1,Did not meet expectations,having touch issuw,0,0,"Dec, 2019"
Debasish Pattanaik,5,Fabulous!,It is the best phone... love you Xiaomi...,0,0,"Dec, 2019"
Ajay Jain,5,Highly recommended,nice cell phone but battery is low and over heating,0,0,"Dec, 2019"
Flipkart Customer,5,Classy product,good mobile in this Price,0,0,"Dec, 2019"
Flipkart Customer,5,Fabulous!,all rounder killer,0,0,"Dec, 2019"
Anshu Gupta,3,Decent product,value for money,0,0,"Dec, 2019"
RAMESH OBILISETTY,5,Simply awesome,Best mobile at 15000/- price,0,0,"Dec, 2019"
kiran  suthwal,5,Terrific,the best,0,0,"Dec, 2019"
Abhishek Bansal,5,Mind-blowing purchase,Best Option ever. Already using for more than 1 year. And I haven't seen a single con. It's still a competitor to flagships in Budget segment.,0,0,"Dec, 2019"
saranya saravanan,4,Good quality product,Good quality..,0,0,"Dec, 2019"
Zubair Aalam,5,Wonderful,Awesome Product and All is well. 👍👍👍,0,0,"Dec, 2019"
Flipkart Customer,4,Really Nice,This is something you might wanna try...,0,0,"Dec, 2019"
Ainsin,5,Fabulous!,"The Best ever phone at the price range, even right NOW",0,0,"Dec, 2019"
Vutukuri  Vamsi,5,Terrific,value for money,0,0,"Dec, 2019"
Banu  Prasad,4,Good choice,screen bleeding issue some time,0,0,"Dec, 2019"
Marova Ralte,4,Good choice,Good product,0,0,"Dec, 2019"
nanda  kishore,5,Highly recommended,Good product overall and value for money,0,0,"Dec, 2019"
SUVAJIT DAS,4,good,I am using the phone from 15days. battery backup is good. ,0,0,"Dec, 2019"
Sachindra Nath  Roy,5,Perfect product!,just go for it.,0,0,"Dec, 2019"
Dilli babu,5,Highly recommended,worst touch sensitivity ever,0,1,"Dec, 2019"
Hirendra singh Chouhan,5,Just wow!,Best,0,0,"Dec, 2019"
ARVIND Rana,1,Hated it!,all is well,0,0,"Dec, 2019"
suman Bera,5,Perfect product!,"A+ Quality Phone, Superb Display, Extraordinary Processor, Camera Quality is Good ♥️👌",0,0,"Dec, 2019"
Flipkart Customer,5,Best in the market!,just go for it blindly. 😍😍😍,0,0,"Dec, 2019"
Nayab Hussain Shabandri.,5,Must buy!,Nice phone,0,0,"Dec, 2019"
Rohan Raj,5,Classy product,Beast in hand 😀😀😀,0,0,"Dec, 2019"
Arghya Jash,4,Value-for-money,okk,0,0,"Dec, 2019"
Sandip Gayen,5,Classy product,super value for money product in the Lowest price segment.,0,0,"Dec, 2019"
Rahul  Karmakar,5,Highly recommended,Awesome phone for gaming 🥰,0,0,"Dec, 2019"
Bhabesh Sarmah ,5,Great product,nice product,0,0,"Dec, 2019"
Vandana Dubey,5,Simply awesome,Just perfect ☺️😊,0,0,"Dec, 2019"
Flipkart Customer,5,Worth every penny,excellence product bum mi,0,0,"Dec, 2019"
Souvik Bera,4,Really Nice,screen light not equally distributed,0,0,"Dec, 2019"
Bheesetti Jagannadh swamy,4,Really Nice,super fast mobile phone,0,0,"Dec, 2019"
Flipkart Customer,5,Highly recommended,good product,0,0,"Dec, 2019"
